participant,bin,electrode,P1,N1,EPN,LPP
vp11,NegMinNeut,P2,0.22146,0.19439,-0.096249,0.21004
vp11,NegMinNeut,P4,0.18415,0.1684,-0.078314,0.23172
vp11,NegMinNeut,P6,-0.44692,-0.23453,-0.59552,-0.27574
vp11,NegMinNeut,P8,0.17475,0.051154,-0.428,0.076957
vp11,NegMinNeut,P10,-0.25774,-0.26428,-0.84882,-0.36585
vp11,NegMinNeut,PO8,0.046112,0.076421,-0.76191,-0.30213
vp11,NegMinNeut,PO4,-0.050468,0.075019,-0.58398,-0.15397
vp11,NegMinNeut,O2,-0.024159,-0.18535,-0.78243,-0.22766
vp12,localizer,Fp1,-0.087912,1.6029,-2.0406,-0.99418
vp12,localizer,AF7,-0.031137,1.6682,-1.3803,-0.35216
vp12,localizer,AF3,-0.11764,1.8331,-1.9364,-1.0134
vp12,localizer,F1,-0.19947,1.9343,-1.8441,-1.1724
vp12,localizer,F3,-0.20968,2.0479,-1.0948,-0.38368
vp12,localizer,F5,-0.15447,1.7653,-0.68458,0.10721
vp12,localizer,F7,0.24793,0.93473,-0.50661,0.67475
vp12,localizer,FT7,0.1805,0.06669,-0.22225,0.98237
vp12,localizer,FC5,-0.25785,1.0999,0.25342,1.0845
vp12,localizer,FC3,-0.56217,1.9973,-0.09534,0.63983
vp12,localizer,FC1,-0.64278,2.0993,-1.0599,-0.040111
vp12,localizer,C1,-0.83456,1.5892,0.25674,1.0188
vp12,localizer,C3,-0.67591,1.2808,0.96186,1.2049
vp12,localizer,C5,-0.30013,0.46055,1.2063,1.555
vp12,localizer,T7,0.15776,-1.3455,1.0926,1.6364
vp12,localizer,TP7,0.72288,-1.2296,3.1847,1.6737
vp12,localizer,CP5,-0.08236,-0.15036,2.3291,1.2551
vp12,localizer,CP3,-0.29117,0.68678,1.9504,1.2206
vp12,localizer,CP1,-0.65995,0.64515,1.3015,1.058
vp12,localizer,P1,-0.61034,-0.66949,1.4618,0.35664
vp12,localizer,P3,-0.34479,-0.093672,2.1051,0.65507
vp12,localizer,P5,0.099676,-0.37616,2.6013,0.40341
vp12,localizer,P7,0.881,-1.5617,3.0582,0.5593
vp12,localizer,P9,1.5526,-3.6044,2.7362,0.5489
vp12,localizer,PO7,0.3278,-1.278,1.564,-0.79134
vp12,localizer,PO3,-0.56708,-0.6675,1.5002,0.26052
vp12,localizer,O1,-0.10113,-1.9021,0.3407,-0.90552
vp12,localizer,Iz,1.4522,-3.4904,-0.10337,-0.92083
vp12,localizer,Oz,0.50494,-1.9326,-0.49713,-1.4712
vp12,localizer,POz,-0.48877,-1.1424,0.56515,-0.46043
vp12,localizer,Pz,-0.68209,-0.66837,0.93787,0.50425
vp12,localizer,CPz,-0.76147,0.18587,0.49177,0.92774
vp12,localizer,Fpz,0.25344,0.77987,-2.4572,-1.4122
vp12,localizer,Fp2,0.050005,1.3081,-1.8869,-1.1956
vp12,localizer,AF8,0.13549,1.1474,-1.3766,-0.95935
vp12,localizer,AF4,0.38566,1.2849,-2.0754,-1.6126
vp12,localizer,Afz,0.23306,1.4091,-2.2918,-1.5113
vp12,localizer,Fz,-0.17882,1.7674,-2.1701,-1.426
vp12,localizer,F2,0.013992,1.6674,-2.0939,-1.5126
vp12,localizer,F4,0.16708,1.3622,-2.0802,-1.5761
vp12,localizer,F6,0.31291,0.74455,-1.5016,-1.1083
vp12,localizer,F8,0.33006,0.61366,-1.4584,-1.1196
vp12,localizer,FT8,0.34517,0.60411,-0.64443,-0.36654
vp12,localizer,FC6,0.031687,0.5541,-1.2466,-0.48767
vp12,localizer,FC4,-0.19401,0.9925,-1.5957,-0.81479
vp12,localizer,FC2,-0.35597,1.6794,-1.6109,-0.58043
vp12,localizer,FCz,-0.55326,2.3033,-1.552,-0.30484
vp12,localizer,Cz,-0.9539,1.5358,-0.38859,0.89523
vp12,localizer,C2,-0.75684,1.1152,-0.67007,0.4953
vp12,localizer,C4,-0.46211,0.15497,-0.55091,0.32673
vp12,localizer,C6,-0.18387,-0.55815,-0.053153,0.64014
vp12,localizer,T8,0.27062,-0.58496,0.51431,0.69777
vp12,localizer,TP8,0.23964,-1.6992,1.0038,0.99916
vp12,localizer,CP6,-0.30809,-1.7992,0.41181,0.75376
vp12,localizer,CP4,-0.59207,-0.94269,0.38199,0.76953
vp12,localizer,CP2,-0.76775,0.17961,0.50056,0.92376
vp12,localizer,P2,-0.3274,-1.0692,0.81388,0.28745
vp12,localizer,P4,-0.31183,-1.0741,0.82549,0.29526
vp12,localizer,P6,0.044965,-2.0306,0.78234,0.25734
vp12,localizer,P8,0.73757,-2.5524,1.3875,0.66623
vp12,localizer,P10,1.313,-2.9965,1.9244,0.87241
vp12,localizer,PO8,1.5176,-2.8887,0.82459,-0.43565
vp12,localizer,PO4,0.44021,-1.876,0.27939,-0.70791
vp12,localizer,O2,1.6594,-2.9176,-0.37921,-1.5704
vp12,NegMinNeut,Fp1,0.13802,0.25051,0.03302,-0.15116
vp12,NegMinNeut,AF7,0.10327,0.2537,0.20777,0.29614
vp12,NegMinNeut,AF3,-0.16183,0.092297,-0.0046559,-0.21489
vp12,NegMinNeut,F1,-0.52713,-0.17591,-0.19616,-0.61409
vp12,NegMinNeut,F3,-0.37284,0.044127,0.50077,0.22387
vp12,NegMinNeut,F5,0.066123,0.15751,0.034303,0.14897
vp12,NegMinNeut,F7,0.21814,0.27885,0.24257,0.67647
vp12,NegMinNeut,FT7,0.23381,-0.17969,-0.049785,0.45768
vp12,NegMinNeut,FC5,-0.125,-0.4044,-0.43847,-0.1814
vp12,NegMinNeut,FC3,-0.45474,-0.41797,-0.26157,-0.67203
vp12,NegMinNeut,FC1,-0.50706,-0.37793,0.044395,-0.5702
vp12,NegMinNeut,C1,-0.50214,-0.36566,0.031408,-0.41595
vp12,NegMinNeut,C3,-0.30328,-0.061796,0.22366,0.10712
vp12,NegMinNeut,C5,0.086401,0.12524,0.36539,0.64647
vp12,NegMinNeut,T7,-0.023521,-0.25044,-0.2615,0.38931
vp12,NegMinNeut,TP7,-0.096121,-0.095233,-0.15548,0.52785
vp12,NegMinNeut,CP5,-0.0074318,0.18482,0.21369,0.52334
vp12,NegMinNeut,CP3,-0.078489,0.055581,0.11094,0.091786
vp12,NegMinNeut,CP1,-0.18295,0.042246,0.34734,0.13379
vp12,NegMinNeut,P1,-0.03589,0.2058,0.26991,0.48558
vp12,NegMinNeut,P3,0.014086,0.27243,0.29376,0.48638
vp12,NegMinNeut,P5,0.067061,0.21696,0.30114,0.656
vp12,NegMinNeut,P7,0.28446,0.24511,0.17702,0.74697
vp12,NegMinNeut,P9,0.46501,0.020583,-0.26266,0.57742
vp12,NegMinNeut,PO7,0.1731,0.2869,0.27722,0.77488
vp12,NegMinNeut,PO3,0.011859,0.16037,0.2634,0.55254
vp12,NegMinNeut,O1,0.13282,0.3068,0.057045,0.55772
vp12,NegMinNeut,Iz,0.45758,0.066498,-0.039041,0.71962
vp12,NegMinNeut,Oz,0.21623,0.11359,-0.03111,0.43507
vp12,NegMinNeut,POz,0.36971,0.26737,0.30437,0.64503
vp12,NegMinNeut,Pz,-0.12078,-0.046646,0.11858,0.16618
vp12,NegMinNeut,CPz,-0.24845,-0.16425,0.22953,-0.042279
vp12,NegMinNeut,Fpz,0.5639,0.41077,-0.1232,-0.43163
vp12,NegMinNeut,Fp2,0.25591,0.21998,-0.038624,-0.36173
vp12,NegMinNeut,AF8,0.26504,0.1713,-0.083675,-0.42262
vp12,NegMinNeut,AF4,-0.01543,-0.009961,-0.14255,-0.19683
vp12,NegMinNeut,Afz,-0.17603,-0.1477,-0.40566,-0.58498
vp12,NegMinNeut,Fz,-0.54609,-0.37442,-0.20512,-0.6115
vp12,NegMinNeut,F2,-0.33896,-0.15332,-0.23469,-0.63182
vp12,NegMinNeut,F4,-0.46692,-0.21869,-0.35721,-0.79367
vp12,NegMinNeut,F6,0.069844,0.0029192,-0.46594,-0.73576
vp12,NegMinNeut,F8,0.20592,0.020575,-0.54505,-0.80506
vp12,NegMinNeut,FT8,0.43789,0.24502,-0.074574,-0.36386
vp12,NegMinNeut,FC6,0.075981,0.12919,-0.40291,-0.74274
vp12,NegMinNeut,FC4,-0.31259,-0.18423,-0.24327,-0.59832
vp12,NegMinNeut,FC2,-0.54348,-0.30392,-0.069311,-0.7263
vp12,NegMinNeut,FCz,-0.62871,-0.34168,0.2679,-0.47053
vp12,NegMinNeut,Cz,-0.55027,-0.43856,0.21467,-0.34797
vp12,NegMinNeut,C2,-0.4343,-0.21135,0.1185,-0.39102
vp12,NegMinNeut,C4,-0.37241,-0.22958,-0.058216,-0.40336
vp12,NegMinNeut,C6,0.013667,-0.019345,-0.28676,-0.24811
vp12,NegMinNeut,T8,0.26947,0.038963,-0.21198,-0.22868
vp12,NegMinNeut,TP8,0.43564,0.1343,0.01579,0.16608
vp12,NegMinNeut,CP6,0.14702,0.053861,-0.084342,-0.021621
vp12,NegMinNeut,CP4,-0.1628,-0.13227,-0.14978,-0.24942
vp12,NegMinNeut,CP2,-0.28453,-0.16107,0.19588,-0.062869
vp12,NegMinNeut,P2,0.018059,0.024404,0.10364,0.064254
vp12,NegMinNeut,P4,0.092038,0.075821,0.13581,0.10005
vp12,NegMinNeut,P6,0.085438,-0.093074,-0.063912,0.077583
vp12,NegMinNeut,P8,0.54014,0.12232,0.1554,0.36755
vp12,NegMinNeut,P10,0.8383,0.2056,0.019749,0.47825
vp12,NegMinNeut,PO8,0.46365,-0.05452,-0.057262,0.25188
vp12,NegMinNeut,PO4,0.25734,0.051648,0.078332,0.29072
vp12,NegMinNeut,O2,0.50721,0.05966,0.051585,0.46983
vp13,localizer,Fp1,-0.36361,-1.1672,-0.95866,-0.8325
vp13,localizer,AF7,-0.3019,-1.21,-1.3065,-1.1206
vp13,localizer,AF3,-0.31871,-1.0371,-0.98397,-0.82454
vp13,localizer,F1,-0.43021,-0.96481,-1.2326,-0.97712
vp13,localizer,F3,-0.257,-0.98137,-0.93001,-0.97817
vp13,localizer,F5,-0.12304,-1.2286,-0.90465,-0.83561
vp13,localizer,F7,-0.49279,-1.3904,-1.5493,-1.2686
vp13,localizer,FT7,-0.55873,-1.6776,-1.3009,-1.0828
vp13,localizer,FC5,-0.51675,-1.3342,-1.1416,-0.99242
vp13,localizer,FC3,-0.38074,-0.78845,-1.2763,-1.2152
vp13,localizer,FC1,-0.57919,-0.36592,-1.4264,-1.0695
vp13,localizer,C1,-0.88159,-0.17144,-1.2449,-0.8205
vp13,localizer,C3,-0.682,-0.44864,-1.0642,-0.75521
vp13,localizer,C5,-0.65236,-1.2252,-0.93103,-0.53024
vp13,localizer,T7,-0.40929,-1.3746,-0.81884,-0.53938
vp13,localizer,TP7,0.02102,-0.43877,0.33394,0.31016
vp13,localizer,CP5,-0.14087,-0.29984,-0.097346,-0.20253
vp13,localizer,CP3,-0.49573,-0.11557,-0.56472,-0.53092
vp13,localizer,CP1,-0.59627,0.17267,-0.65526,-0.62345
vp13,localizer,P1,0.037391,0.99044,0.42359,-0.013712
vp13,localizer,P3,0.18365,0.79231,0.64128,0.23707
vp13,localizer,P5,0.489,0.99082,1.4391,1.0051
vp13,localizer,P7,0.98057,1.3663,2.2096,2.0063
vp13,localizer,P9,1.0426,1.0633,1.5687,1.6905
vp13,localizer,PO7,1.8001,2.5982,2.984,2.6282
vp13,localizer,PO3,0.61272,2.1103,1.731,0.87073
vp13,localizer,O1,2.3913,3.548,2.9255,2.3298
vp13,localizer,Iz,2.1045,2.8493,2.3375,2.1562
vp13,localizer,Oz,2.9657,4.2781,3.1474,2.4426
vp13,localizer,POz,0.81126,2.4155,1.6131,0.8187
vp13,localizer,Pz,-0.47615,0.66931,-0.075612,-0.27801
vp13,localizer,CPz,-0.64622,0.11839,-0.81357,-0.50513
vp13,localizer,Fpz,-0.38203,-1.363,-0.43183,-0.31013
vp13,localizer,Fp2,-0.27195,-1.0639,-0.27626,0.2422
vp13,localizer,AF8,-0.37375,-1.2575,-0.87293,-0.61156
vp13,localizer,AF4,-0.6336,-1.381,-0.89103,-0.59703
vp13,localizer,Afz,-0.51738,-1.1861,-0.9401,-0.72697
vp13,localizer,Fz,-0.53446,-1.2671,-1.4119,-0.98105
vp13,localizer,F2,-0.55548,-1.1081,-1.1467,-0.85313
vp13,localizer,F4,-0.65943,-1.3446,-0.98866,-0.86024
vp13,localizer,F6,-0.6135,-1.4657,-0.8058,-0.71909
vp13,localizer,F8,-0.58338,-1.21,-0.28231,-0.011462
vp13,localizer,FT8,-0.33395,-1.2577,-0.53661,-0.49328
vp13,localizer,FC6,-0.73922,-1.67,-0.75578,-0.78215
vp13,localizer,FC4,-0.47708,-0.94442,-0.78085,-0.79216
vp13,localizer,FC2,-0.78661,-0.98907,-1.3559,-1.1057
vp13,localizer,FCz,-0.76984,-0.70648,-1.8679,-1.2647
vp13,localizer,Cz,-1.059,-0.27801,-1.6804,-0.85019
vp13,localizer,C2,-0.96129,-0.46494,-1.5699,-1.1963
vp13,localizer,C4,-0.52421,-0.35248,-0.73229,-0.78106
vp13,localizer,C6,-0.43024,-1.1662,-0.71351,-0.69358
vp13,localizer,T8,-0.56785,-1.6883,-0.78097,-0.48248
vp13,localizer,TP8,-0.11598,-1.1853,-0.35914,-0.27546
vp13,localizer,CP6,-0.30029,-0.72876,-0.10741,-0.17295
vp13,localizer,CP4,-0.37261,0.040437,-0.30711,-0.47081
vp13,localizer,CP2,-0.69073,-0.077859,-0.83953,-0.63418
vp13,localizer,P2,0.17127,1.0071,0.66546,0.3506
vp13,localizer,P4,0.21047,0.97131,0.97934,0.61137
vp13,localizer,P6,0.51189,0.676,1.3019,0.97277
vp13,localizer,P8,0.55452,0.45795,1.5364,1.3299
vp13,localizer,P10,0.76723,0.39547,1.6262,1.6216
vp13,localizer,PO8,2.0764,3.7577,4.3057,3.6499
vp13,localizer,PO4,1.721,3.5803,3.1007,2.2539
vp13,localizer,O2,3.1045,5.5272,4.8407,4.1342
vp13,NegMinNeut,Fp1,0.55097,0.37324,-0.028685,-0.32805
vp13,NegMinNeut,AF7,0.55357,0.70389,-0.032743,-0.28029
vp13,NegMinNeut,AF3,0.47345,0.23938,-0.20535,-0.48906
vp13,NegMinNeut,F1,0.63753,0.076199,0.12049,0.30636
vp13,NegMinNeut,F3,0.95029,0.47945,0.0072891,-0.031512
vp13,NegMinNeut,F5,0.563,0.37449,-0.11117,-0.28741
vp13,NegMinNeut,F7,0.63055,1.2627,-0.054789,-0.42492
vp13,NegMinNeut,FT7,-0.36956,1.0215,-0.13173,-0.47705
vp13,NegMinNeut,FC5,0.29916,0.73634,-0.13031,-0.22982
vp13,NegMinNeut,FC3,0.26347,0.1086,-0.36083,-0.51048
vp13,NegMinNeut,FC1,0.24269,-0.11793,-0.35106,0.048905
vp13,NegMinNeut,C1,0.22291,0.17451,-0.35934,-0.0077165
vp13,NegMinNeut,C3,0.18279,0.39012,-0.36328,-0.016909
vp13,NegMinNeut,C5,0.47921,1.3311,-0.052243,-0.20443
vp13,NegMinNeut,T7,-0.043333,0.80221,-0.27741,-0.57508
vp13,NegMinNeut,TP7,-0.10158,0.71783,-0.15913,-0.29828
vp13,NegMinNeut,CP5,-0.12967,0.70856,0.34807,0.09745
vp13,NegMinNeut,CP3,0.17335,0.66773,0.082652,0.15614
vp13,NegMinNeut,CP1,0.0023843,0.0043291,-0.35757,-0.040657
vp13,NegMinNeut,P1,0.11358,0.16784,0.095104,0.47244
vp13,NegMinNeut,P3,-0.010815,0.43024,0.35211,0.42121
vp13,NegMinNeut,P5,-0.15563,0.48074,0.39026,0.24066
vp13,NegMinNeut,P7,-0.032625,0.92952,0.4273,0.11474
vp13,NegMinNeut,P9,-0.33213,0.50183,0.40607,0.14955
vp13,NegMinNeut,PO7,0.20557,0.65697,0.38592,0.34922
vp13,NegMinNeut,PO3,0.070846,0.24666,0.0070887,0.55756
vp13,NegMinNeut,O1,0.22298,0.561,1.0314,1.0401
vp13,NegMinNeut,Iz,-0.3995,0.01037,0.14101,-0.20426
vp13,NegMinNeut,Oz,0.20248,0.28901,0.23996,0.2732
vp13,NegMinNeut,POz,0.24498,0.061298,0.62215,1.034
vp13,NegMinNeut,Pz,-0.48048,-0.37507,0.0085343,0.55088
vp13,NegMinNeut,CPz,-0.090662,-0.045378,-0.080133,0.22954
vp13,NegMinNeut,Fpz,0.61845,0.21754,0.11335,-0.39871
vp13,NegMinNeut,Fp2,0.054657,-0.13342,-0.34076,-0.67294
vp13,NegMinNeut,AF8,0.34701,-0.084043,0.12843,-0.026979
vp13,NegMinNeut,AF4,0.095743,-0.32519,0.30972,0.016239
vp13,NegMinNeut,Afz,0.47436,-0.061905,0.065461,-0.083143
vp13,NegMinNeut,Fz,0.33521,-0.21467,-0.13194,-0.057805
vp13,NegMinNeut,F2,0.28304,-0.44288,0.048052,0.11107
vp13,NegMinNeut,F4,0.16543,-0.56151,0.3141,0.2015
vp13,NegMinNeut,F6,-0.5416,-1.1513,0.23171,-0.15356
vp13,NegMinNeut,F8,-0.47044,-0.74111,-0.81917,-1.0851
vp13,NegMinNeut,FT8,-1.091,-0.95679,-0.91672,-0.92948
vp13,NegMinNeut,FC6,-0.33148,-0.77603,0.024909,-0.0035369
vp13,NegMinNeut,FC4,-0.25042,-0.78305,0.05986,0.11827
vp13,NegMinNeut,FC2,-0.14098,-0.89496,-0.36678,-0.19371
vp13,NegMinNeut,FCz,0.18426,-0.28592,-0.62292,-0.25054
vp13,NegMinNeut,Cz,0.029234,-0.30864,-0.59154,-0.048452
vp13,NegMinNeut,C2,-0.33343,-0.54142,-0.52584,-0.04227
vp13,NegMinNeut,C4,-0.33182,-1.045,-0.47735,0.049416
vp13,NegMinNeut,C6,-0.40903,-0.78333,-0.045208,0.046948
vp13,NegMinNeut,T8,-0.63391,-0.82581,-0.014705,-0.14311
vp13,NegMinNeut,TP8,-0.52671,-0.79335,0.015376,-0.27139
vp13,NegMinNeut,CP6,-0.39018,-0.37614,0.14534,-0.056882
vp13,NegMinNeut,CP4,-0.019203,-0.19492,0.0020276,0.017482
vp13,NegMinNeut,CP2,-0.35155,-0.26748,-0.11086,0.34931
vp13,NegMinNeut,P2,-0.00097694,-0.031234,0.26971,0.31378
vp13,NegMinNeut,P4,-0.29708,-0.59971,0.087126,0.19484
vp13,NegMinNeut,P6,-0.11715,-0.34693,0.11028,0.16655
vp13,NegMinNeut,P8,-0.79713,-0.79209,0.016304,-0.082489
vp13,NegMinNeut,P10,-0.064525,0.21606,0.69764,0.42863
vp13,NegMinNeut,PO8,-0.36154,-0.026319,0.30022,0.28479
vp13,NegMinNeut,PO4,-0.23954,-0.3549,-0.19116,-0.066146
vp13,NegMinNeut,O2,-0.02746,0.29722,0.60565,0.63143
vp14,localizer,Fp1,0.11164,1.969,-1.3809,-1.5067
vp14,localizer,AF7,0.10594,1.7013,-0.71331,-0.89786
vp14,localizer,AF3,-0.050701,2.1098,-1.4022,-1.4056
vp14,localizer,F1,-0.25087,2.1436,-1.5544,-1.4593
vp14,localizer,F3,-0.21751,2.0722,-1.0404,-1.0797
vp14,localizer,F5,-0.22864,0.96524,-0.58084,-0.36398
vp14,localizer,F7,0.11318,0.2099,-1.3659,-1.1064
vp14,localizer,FT7,-0.18667,-0.89019,-1.0384,-0.30703
vp14,localizer,FC5,-0.22972,0.94691,-0.58367,-0.364
vp14,localizer,FC3,-0.48478,1.612,-0.46191,-0.26306
vp14,localizer,FC1,-0.31354,2.2277,-1.0368,-0.92011
vp14,localizer,C1,-0.56135,1.6251,-0.25445,0.070547
vp14,localizer,C3,-0.5441,0.79077,0.24011,0.56229
vp14,localizer,C5,-0.46486,-0.47355,0.33124,0.92506
vp14,localizer,T7,-0.25283,-2.3001,-0.61816,0.45237
vp14,localizer,TP7,0.10997,-3.9943,0.16613,0.98887
vp14,localizer,CP5,-0.22344,-1.5007,1.0469,1.3762
vp14,localizer,CP3,-0.36866,0.38982,1.1375,1.2146
vp14,localizer,CP1,-0.50713,1.2978,0.70053,0.647
vp14,localizer,P1,-0.29081,1.0097,2.1088,1.6438
vp14,localizer,P3,-0.1182,-0.31519,2.1799,1.7287
vp14,localizer,P5,0.15232,-2.6615,1.703,1.5353
vp14,localizer,P7,0.61606,-5.5873,0.84295,1.1147
vp14,localizer,P9,1.0927,-8.9449,-1.5241,-0.5077
vp14,localizer,PO7,0.87303,-5.9202,1.201,0.98853
vp14,localizer,PO3,-0.094448,0.85909,3.2483,2.2558
vp14,localizer,O1,0.09392,-3.4486,2.0686,1.3778
vp14,localizer,Iz,0.13898,-4.1455,-0.92381,-0.80462
vp14,localizer,Oz,-0.36239,-1.8775,2.1053,1.4089
vp14,localizer,POz,-0.24218,1.5166,3.8099,2.5663
vp14,localizer,Pz,-0.36351,1.6319,2.2419,1.479
vp14,localizer,CPz,-0.62197,1.614,0.48583,0.33836
vp14,localizer,Fpz,0.30997,0.58539,-3.0804,-2.7777
vp14,localizer,Fp2,0.39994,1.4092,-2.365,-2.0151
vp14,localizer,AF8,0.93521,0.42352,-2.5265,-1.845
vp14,localizer,AF4,0.34072,1.1824,-2.5296,-2.1654
vp14,localizer,Afz,0.25384,1.5697,-2.2327,-1.9163
vp14,localizer,Fz,-0.15803,1.9349,-2.1927,-2.0121
vp14,localizer,F2,-0.090368,1.7212,-2.2197,-1.997
vp14,localizer,F4,0.13412,1.2575,-2.2715,-1.9675
vp14,localizer,F6,0.42826,0.28957,-2.2936,-1.8548
vp14,localizer,F8,0.60024,-0.48271,-2.4042,-1.7792
vp14,localizer,FT8,0.33226,-0.96409,-2.2284,-1.4801
vp14,localizer,FC6,0.075715,-0.15735,-1.7201,-1.1456
vp14,localizer,FC4,-0.04422,1.3124,-1.3312,-1.0874
vp14,localizer,FC2,-0.06199,2.0329,-1.3085,-1.2207
vp14,localizer,FCz,-0.24256,2.2758,-1.4013,-1.2526
vp14,localizer,Cz,-0.43614,2.0678,-0.5265,-0.34942
vp14,localizer,C2,-0.17884,1.8535,-0.1036,-0.12207
vp14,localizer,C4,-0.25603,1.0289,-0.020989,-0.020713
vp14,localizer,C6,-0.2503,-0.42642,-1.1206,-0.63104
vp14,localizer,T8,0.15027,-1.5259,-1.6187,-0.82584
vp14,localizer,TP8,0.36795,-1.7581,-0.25965,0.15665
vp14,localizer,CP6,-0.05864,-0.22542,0.58573,0.44756
vp14,localizer,CP4,-0.22131,1.5496,1.1675,0.67863
vp14,localizer,CP2,-0.16528,1.5792,1.162,0.68673
vp14,localizer,P2,-0.14726,1.4337,3.3376,2.2215
vp14,localizer,P4,-0.15012,1.428,3.3499,2.2329
vp14,localizer,P6,0.16381,0.04346,2.2604,1.4605
vp14,localizer,P8,0.5993,-1.6668,1.7628,1.3043
vp14,localizer,P10,0.68811,-4.0639,0.088538,0.34772
vp14,localizer,PO8,0.47163,-0.81649,4.0874,2.697
vp14,localizer,PO4,-0.14663,1.4259,3.3728,2.2637
vp14,localizer,O2,-0.073015,-0.95023,3.4423,2.2804
vp14,NegMinNeut,Fp1,0.45701,0.040968,-0.21745,-0.23481
vp14,NegMinNeut,AF7,0.62779,0.60749,0.37933,0.28478
vp14,NegMinNeut,AF3,0.53048,0.23752,0.15047,0.08818
vp14,NegMinNeut,F1,0.65581,0.34248,0.41474,0.45194
vp14,NegMinNeut,F3,0.70014,0.48963,0.19755,0.043523
vp14,NegMinNeut,F5,0.42348,0.62825,0.49656,0.24861
vp14,NegMinNeut,F7,0.64242,0.922,0.86953,0.65106
vp14,NegMinNeut,FT7,0.19716,0.5178,0.31452,0.2074
vp14,NegMinNeut,FC5,0.41934,0.60084,0.45837,0.24875
vp14,NegMinNeut,FC3,0.46352,0.35166,0.24612,0.10246
vp14,NegMinNeut,FC1,0.75323,0.29037,0.24802,0.29577
vp14,NegMinNeut,C1,0.25056,-0.041681,-0.13229,-0.015072
vp14,NegMinNeut,C3,0.099253,0.1166,0.076796,-0.038333
vp14,NegMinNeut,C5,0.31332,0.60091,0.45956,0.080904
vp14,NegMinNeut,T7,0.16188,0.42472,0.11637,-0.2233
vp14,NegMinNeut,TP7,-0.23264,-0.054983,-0.38909,-0.64546
vp14,NegMinNeut,CP5,-0.2515,0.026933,-0.078852,-0.30892
vp14,NegMinNeut,CP3,-0.016187,0.1726,0.19106,0.082692
vp14,NegMinNeut,CP1,-0.20354,8.9609e-05,0.090552,0.22991
vp14,NegMinNeut,P1,-0.037095,0.095486,-0.054207,0.039153
vp14,NegMinNeut,P3,-0.45723,-0.040886,-0.1064,-0.22359
vp14,NegMinNeut,P5,-0.49088,-0.074021,-0.35888,-0.72019
vp14,NegMinNeut,P7,-0.63664,-0.26773,-0.38684,-0.96065
vp14,NegMinNeut,P9,-0.44817,-0.27682,-0.84727,-1.1439
vp14,NegMinNeut,PO7,-0.82186,-0.66246,-0.79249,-1.0365
vp14,NegMinNeut,PO3,-0.64663,-0.14744,-0.067664,-0.16547
vp14,NegMinNeut,O1,-0.58648,-0.31003,-0.52702,-0.73696
vp14,NegMinNeut,Iz,-0.48781,-0.70238,-1.0355,-1.0519
vp14,NegMinNeut,Oz,-0.58041,-0.55931,-0.60674,-0.8128
vp14,NegMinNeut,POz,-0.42169,-0.085522,0.20153,0.17792
vp14,NegMinNeut,Pz,-0.42144,0.019703,0.10883,0.2411
vp14,NegMinNeut,CPz,0.036867,0.12727,0.039261,0.18103
vp14,NegMinNeut,Fpz,0.19284,-0.70591,-1.1732,-1.1438
vp14,NegMinNeut,Fp2,0.23066,-0.20151,-0.038228,-0.21136
vp14,NegMinNeut,AF8,0.31084,0.12616,0.56458,0.050038
vp14,NegMinNeut,AF4,0.29023,0.094066,0.37834,0.4354
vp14,NegMinNeut,Afz,0.48476,0.12461,0.30202,0.32737
vp14,NegMinNeut,Fz,0.71795,0.34877,0.42385,0.54695
vp14,NegMinNeut,F2,0.57757,0.2686,0.52712,0.75138
vp14,NegMinNeut,F4,0.47192,0.27061,0.34613,0.58195
vp14,NegMinNeut,F6,-0.014309,0.033776,0.17854,0.27513
vp14,NegMinNeut,F8,0.14655,0.0096528,0.47425,0.5463
vp14,NegMinNeut,FT8,-0.37386,-0.67979,-0.044517,0.24806
vp14,NegMinNeut,FC6,-0.1959,-0.48001,0.031534,0.0088621
vp14,NegMinNeut,FC4,0.28514,0.1896,0.31731,0.57477
vp14,NegMinNeut,FC2,0.45286,0.081758,0.27586,0.52578
vp14,NegMinNeut,FCz,0.80586,0.19664,0.15107,0.35462
vp14,NegMinNeut,Cz,0.27179,-0.12662,-0.06756,0.13951
vp14,NegMinNeut,C2,0.22215,0.072114,0.10558,0.41689
vp14,NegMinNeut,C4,-0.069398,-0.31556,-0.015101,0.27001
vp14,NegMinNeut,C6,-0.31648,-0.15892,0.57229,0.85285
vp14,NegMinNeut,T8,-0.54618,-0.58645,-0.38912,-0.32362
vp14,NegMinNeut,TP8,-0.64132,-0.37057,-0.41133,-0.46838
vp14,NegMinNeut,CP6,-0.90609,-0.75399,-0.31418,0.10549
vp14,NegMinNeut,CP4,0.15091,0.1016,0.15399,0.43608
vp14,NegMinNeut,CP2,0.11879,0.068039,0.14592,0.40973
vp14,NegMinNeut,P2,-0.31114,-0.023607,0.12672,0.14736
vp14,NegMinNeut,P4,-0.27461,-0.036511,0.077793,0.14359
vp14,NegMinNeut,P6,-0.49022,-0.23833,-0.15149,-0.032776
vp14,NegMinNeut,P8,-0.46175,-0.093788,-0.26929,0.068963
vp14,NegMinNeut,P10,-0.22845,-0.072281,-0.84127,-0.53838
vp14,NegMinNeut,PO8,-0.42271,-0.18449,-0.34772,-0.32369
vp14,NegMinNeut,PO4,-0.31225,-0.06062,0.063204,0.10767
vp14,NegMinNeut,O2,-0.15824,-0.28708,-0.61159,-0.62012
